date,item_code,brand_name,quantity,unit_price,executive
2022-06-25,NES053,Nestum,1,131.13,Hazim
2022-07-17,NES054,Milo,9,92.2,Viknesh
2022-07-07,NES055,Lactogrow,8,52.27,Viknesh
2022-06-26,NES056,Nestum,5,68.39,Amira
2022-07-04,NES057,Nestum,4,118.24,Viknesh
2022-07-21,NES058,Nescafé,2,147.19,Hazim
2022-07-09,NES059,Koko Krunch,1,88.11,Amira
2022-06-30,NES060,KitKat,3,30.52,Wei Yong
2022-07-19,NES061,Cerelac,10,139.02,Amira
2022-07-18,NES062,Nescafé,3,143.02,Wei Yong
2022-07-09,NES063,Gold Cornflakes,3,149.54,Amira
2022-07-01,NES064,Gold Cornflakes,6,128.3,Hazim
2022-07-03,NES065,KitKat,4,40.77,John
2022-07-01,NES066,KitKat,6,73.32,Amira
2022-07-20,NES067,Nescafé,9,68.98,Amira
2022-07-07,NES068,Maggi,2,83.14,Wei Yong
2022-07-05,NES069,Gold Cornflakes,2,34.06,Amira
2022-07-01,NES070,Koko Krunch,4,42.92,John
2022-07-18,NES071,KitKat,9,103.2,Hazim
2022-07-23,NES072,Gold Cornflakes,2,85.11,Viknesh
2022-06-27,NES073,Maggi,1,98.84,Viknesh
2022-07-19,NES074,Koko Krunch,4,84.06,John
2022-07-18,NES075,Milo,4,82.07,Viknesh
2022-07-14,NES076,Koko Krunch,6,106.97,Viknesh
2022-07-08,NES077,KitKat,2,53.45,Wei Yong
2022-07-02,NES078,Gold Cornflakes,10,107.58,Amira
2022-07-19,NES079,Nescafé,7,127.42,Viknesh
2022-06-24,NES080,KitKat,2,131.14,Hazim
2022-07-21,NES081,Milo,9,49.66,Hazim
2022-07-06,NES082,Gold Cornflakes,3,38.1,John
2022-07-20,NES083,Maggi,1,34.09,Hazim
2022-06-30,NES084,Lactogrow,9,114.01,Hazim
2022-07-16,NES085,KitKat,4,81.42,Amira
2022-07-18,NES086,Koko Krunch,3,38.71,Hazim
2022-06-26,NES087,Koko Krunch,4,77.26,Wei Yong
2022-06-24,NES088,KitKat,10,147.3,Wei Yong
2022-06-24,NES089,KitKat,10,145.29,John
2022-07-18,NES090,Koko Krunch,8,43.1,Viknesh
2022-07-11,NES091,Koko Krunch,3,103.31,Viknesh
2022-07-22,NES092,Maggi,7,143.24,Hazim
2022-07-14,NES093,Nescafé,1,145.76,Wei Yong
2022-07-11,NES094,Gold Cornflakes,7,83.86,Viknesh
2022-07-03,NES095,Nestum,6,34.89,Hazim
2022-07-05,NES096,Lactogrow,3,104.0,Wei Yong
2022-06-25,NES097,Koko Krunch,3,141.3,Wei Yong
2022-07-08,NES098,Maggi,5,72.37,Hazim
2022-07-16,NES099,Nescafé,1,33.19,Hazim
2022-07-07,NES100,KitKat,8,111.82,Amira
2022-07-06,NES101,Nescafé,2,63.61,Amira
2022-06-25,NES102,Lactogrow,10,132.35,Amira
2022-07-13,NES103,KitKat,9,83.51,John
2022-07-01,NES104,Nestum,10,63.11,Wei Yong
2022-07-04,NES105,Nescafé,2,114.03,Amira
2022-07-10,NES106,Maggi,3,59.31,Viknesh
2022-07-24,NES107,Cerelac,10,137.95,Hazim
2022-06-24,NES108,KitKat,5,57.64,Hazim
2022-07-07,NES109,Koko Krunch,4,112.12,Amira
2022-07-19,NES110,KitKat,6,145.81,Amira
2022-07-06,NES111,Cerelac,2,126.86,Amira
2022-07-11,NES112,Gold Cornflakes,5,94.2,Wei Yong
2022-07-08,NES113,Maggi,10,65.15,Viknesh
2022-07-23,NES114,Lactogrow,4,62.81,Hazim
2022-07-12,NES115,Lactogrow,3,45.74,Hazim
2022-06-26,NES116,Gold Cornflakes,4,52.96,John
2022-06-30,NES117,Milo,8,101.39,Amira
2022-06-26,NES118,Cerelac,1,122.65,Wei Yong
2022-07-07,NES119,Cerelac,7,127.64,Viknesh
2022-06-25,NES120,Cerelac,4,108.89,John
2022-07-16,NES121,Cerelac,1,139.31,Amira
2022-07-02,NES122,KitKat,7,125.56,Hazim
2022-07-04,NES123,Nescafé,4,83.8,Amira
2022-06-24,NES124,Maggi,9,123.68,Wei Yong
2022-07-16,NES125,Lactogrow,3,131.23,Hazim
2022-07-05,NES126,Lactogrow,2,39.94,Viknesh
2022-06-25,NES127,Nescafé,9,90.48,Hazim
2022-07-02,NES128,KitKat,8,68.8,Amira
2022-07-22,NES129,Koko Krunch,5,134.23,Viknesh
2022-06-29,NES130,KitKat,4,136.19,Viknesh
2022-07-21,NES131,Lactogrow,7,119.35,Hazim
2022-06-29,NES132,Nescafé,7,62.75,John
2022-07-10,NES133,Cerelac,3,66.48,Wei Yong
2022-07-15,NES134,Koko Krunch,9,56.87,Wei Yong
2022-07-05,NES135,Milo,2,141.01,Viknesh
2022-07-13,NES136,Milo,9,106.51,Viknesh
2022-07-16,NES137,Lactogrow,6,105.41,Viknesh
2022-07-08,NES138,Gold Cornflakes,4,115.61,Wei Yong
2022-07-06,NES139,Lactogrow,3,58.85,Hazim
2022-07-20,NES140,Lactogrow,3,68.89,Viknesh
2022-07-12,NES141,Maggi,8,32.28,Amira
2022-06-30,NES142,KitKat,6,46.84,Viknesh
2022-06-24,NES143,Nescafé,3,104.33,Hazim
2022-07-13,NES144,KitKat,2,117.2,John
2022-06-25,NES145,KitKat,4,45.65,John
2022-07-19,NES146,Milo,4,72.24,John
2022-07-04,NES147,Cerelac,2,124.78,Hazim
2022-06-27,NES148,Nescafé,1,31.61,John
2022-07-06,NES149,Milo,6,144.57,Viknesh
2022-07-12,NES150,Cerelac,3,149.98,Hazim
2022-07-08,NES151,Lactogrow,1,62.86,Viknesh
2022-07-22,NES152,Nestum,1,79.9,John
2022-07-15,NES153,Cerelac,8,87.03,John
2022-07-08,NES154,Cerelac,5,82.22,John
2022-06-24,NES155,Gold Cornflakes,4,136.98,John
2022-07-19,NES156,KitKat,9,141.43,Viknesh
2022-07-09,NES157,Milo,7,60.9,Amira
2022-06-30,NES158,Nestum,2,147.44,Wei Yong
2022-06-30,NES159,Milo,10,101.97,Viknesh
2022-07-16,NES160,Cerelac,7,33.45,Viknesh
2022-07-06,NES161,Maggi,5,112.41,Amira
2022-07-22,NES162,Nescafé,1,95.59,Amira
2022-07-08,NES163,Milo,7,137.47,John
2022-07-01,NES164,Koko Krunch,10,127.38,John
2022-06-30,NES165,Nescafé,7,126.77,John
2022-07-21,NES166,Koko Krunch,9,79.39,Hazim
2022-07-01,NES167,Milo,7,141.74,Hazim
2022-07-24,NES168,Nescafé,8,119.08,Hazim
2022-06-25,NES169,Nestum,10,72.7,Viknesh
2022-07-08,NES170,Gold Cornflakes,9,104.47,Hazim
2022-07-13,NES171,Cerelac,6,57.47,Hazim
2022-07-20,NES172,Milo,10,143.56,Wei Yong
2022-07-22,NES173,Koko Krunch,8,84.72,Amira
2022-07-24,NES174,Gold Cornflakes,4,44.57,John
2022-07-01,NES175,KitKat,5,70.77,Wei Yong
2022-07-16,NES176,Lactogrow,7,76.09,Viknesh
2022-06-25,NES177,Nestum,2,111.61,Hazim
2022-07-24,NES178,Nescafé,4,126.21,John
2022-07-03,NES179,Maggi,5,147.92,Wei Yong
2022-07-06,NES180,Nescafé,7,115.88,Viknesh
2022-06-28,NES181,KitKat,10,35.09,Amira
2022-07-24,NES182,Gold Cornflakes,9,119.28,Viknesh
2022-07-20,NES183,KitKat,7,33.55,Amira
2022-07-19,NES184,Milo,3,70.19,Wei Yong
2022-07-20,NES185,Nescafé,1,97.13,Viknesh
2022-07-23,NES186,Nestum,10,128.16,Amira
2022-06-27,NES187,Maggi,5,31.76,Wei Yong
2022-07-06,NES188,Lactogrow,5,58.18,Amira
2022-06-30,NES189,Cerelac,7,138.59,Wei Yong
2022-07-04,NES190,Cerelac,10,61.26,Wei Yong
2022-07-17,NES191,Milo,10,145.26,Hazim
2022-07-19,NES192,Lactogrow,9,59.89,Wei Yong
2022-06-24,NES193,Maggi,1,60.41,Viknesh
2022-07-14,NES194,Koko Krunch,4,37.74,Amira
2022-07-24,NES195,Milo,9,76.89,John
2022-07-10,NES196,Maggi,8,63.76,Wei Yong
2022-06-26,NES197,Nestum,6,124.87,John
2022-07-24,NES198,Nescafé,6,141.29,John
2022-07-15,NES199,Koko Krunch,5,60.78,Wei Yong
2022-07-02,NES200,KitKat,10,46.73,John
2022-07-18,NES201,Milo,10,119.74,Viknesh
2022-06-26,NES202,Koko Krunch,6,55.2,John
2022-07-17,NES203,Milo,8,88.89,Hazim
2022-07-10,NES204,Nestum,5,35.15,Wei Yong
2022-07-03,NES205,Cerelac,4,147.42,Wei Yong
2022-07-08,NES206,Lactogrow,2,70.63,Wei Yong
2022-07-18,NES207,Lactogrow,5,124.31,Viknesh
2022-07-04,NES208,Milo,4,58.99,Amira
2022-07-02,NES209,Gold Cornflakes,5,42.58,John
2022-07-03,NES210,Nestum,1,56.09,Viknesh
2022-07-07,NES211,Nestum,6,37.74,Wei Yong
2022-07-15,NES212,Nestum,9,77.69,Viknesh
2022-07-16,NES213,Cerelac,5,108.77,Amira
2022-07-23,NES214,Gold Cornflakes,9,68.83,John
2022-07-05,NES215,Maggi,8,77.62,Viknesh
2022-06-29,NES216,Gold Cornflakes,2,54.96,Amira
2022-06-27,NES217,Nescafé,10,72.32,Wei Yong
2022-07-14,NES218,KitKat,4,76.99,Wei Yong
2022-07-10,NES219,Nestum,8,102.23,Viknesh
2022-07-20,NES220,Lactogrow,3,42.63,Hazim
2022-07-12,NES221,Lactogrow,7,101.35,John
2022-07-11,NES222,KitKat,8,86.58,Viknesh
2022-07-10,NES223,Koko Krunch,1,50.27,Wei Yong
2022-07-01,NES224,Maggi,9,113.54,Wei Yong
2022-07-07,NES225,Koko Krunch,6,85.59,Hazim
2022-07-10,NES226,Lactogrow,1,121.65,Wei Yong
2022-07-11,NES227,Koko Krunch,6,90.66,John
2022-06-29,NES228,Nestum,2,149.44,Hazim
2022-07-22,NES229,Nescafé,7,62.83,Wei Yong
2022-07-21,NES230,KitKat,10,111.98,Viknesh
2022-07-07,NES231,Milo,6,105.85,Amira
2022-07-22,NES232,Maggi,1,111.84,Viknesh
2022-07-16,NES233,KitKat,3,149.85,Amira
2022-07-06,NES234,Maggi,6,39.98,Viknesh
2022-07-24,NES235,KitKat,4,140.23,Wei Yong
2022-07-14,NES236,Maggi,1,132.9,Wei Yong
2022-06-29,NES237,Koko Krunch,2,105.01,Viknesh
2022-07-13,NES238,Lactogrow,3,110.85,John
2022-07-23,NES239,Nescafé,6,48.72,Wei Yong
2022-07-01,NES240,Gold Cornflakes,10,61.46,Hazim
2022-06-25,NES241,Cerelac,6,118.4,John
2022-06-28,NES242,KitKat,2,121.21,John
2022-07-23,NES243,KitKat,2,32.11,Hazim
2022-07-24,NES244,Lactogrow,8,110.41,John
2022-07-23,NES245,Cerelac,8,127.04,John
2022-07-14,NES246,Cerelac,10,102.55,Hazim
2022-07-07,NES247,Cerelac,4,140.51,John
2022-07-14,NES248,Nescafé,1,46.1,Wei Yong
2022-06-28,NES249,Koko Krunch,1,132.82,Amira
2022-07-11,NES250,Cerelac,1,79.47,Hazim
2022-07-01,NES251,Gold Cornflakes,2,77.36,John
2022-06-30,NES252,Maggi,3,122.21,John
2022-07-05,NES253,Maggi,1,92.7,Amira
2022-06-27,NES254,Nestum,3,77.3,Hazim
2022-07-10,NES255,Nescafé,4,92.5,Hazim
2022-07-08,NES256,Maggi,4,53.47,Viknesh
2022-07-16,NES257,Koko Krunch,2,106.73,Viknesh
2022-07-01,NES258,Lactogrow,4,41.63,Amira
2022-07-09,NES259,Gold Cornflakes,2,34.52,Viknesh
2022-06-27,NES260,Cerelac,3,112.45,Hazim
2022-07-01,NES261,Cerelac,1,112.1,Wei Yong
2022-07-03,NES262,Milo,2,97.84,Viknesh
2022-07-03,NES263,Lactogrow,6,84.84,Wei Yong
2022-07-20,NES264,Maggi,4,105.33,Amira
2022-07-07,NES265,Cerelac,8,74.95,Hazim
2022-07-20,NES266,Milo,5,55.55,Amira
2022-07-10,NES267,Cerelac,5,66.47,Viknesh
2022-07-24,NES268,Nescafé,10,37.73,Viknesh
2022-07-20,NES269,Milo,3,67.88,Viknesh
2022-07-02,NES270,Lactogrow,10,118.23,Wei Yong
2022-07-12,NES271,Koko Krunch,8,61.26,Wei Yong
2022-06-25,NES272,Maggi,4,112.13,Viknesh
2022-07-01,NES273,KitKat,5,108.13,Amira
2022-07-05,NES274,KitKat,7,37.85,Hazim
2022-07-14,NES275,Koko Krunch,1,35.48,Wei Yong
2022-07-22,NES276,Nescafé,9,66.68,Viknesh
2022-07-18,NES277,Cerelac,1,128.34,Viknesh
2022-07-03,NES278,Gold Cornflakes,10,121.09,Hazim
2022-07-15,NES279,Nescafé,6,135.04,Hazim
2022-07-10,NES280,Nescafé,8,86.44,John
2022-07-13,NES281,Cerelac,3,129.98,Viknesh
2022-07-14,NES282,KitKat,7,73.25,Wei Yong
2022-07-17,NES283,Lactogrow,9,143.64,Amira
2022-07-20,NES284,KitKat,1,107.21,Hazim
2022-06-29,NES285,KitKat,4,143.71,Amira
2022-07-02,NES286,Nestum,5,117.27,John
2022-06-30,NES287,Nestum,2,32.29,Hazim
2022-06-29,NES288,Lactogrow,8,135.35,Amira
2022-07-08,NES289,Maggi,5,57.74,Amira
2022-07-03,NES290,Gold Cornflakes,1,77.84,John
2022-06-30,NES291,Lactogrow,4,105.7,Hazim
2022-07-24,NES292,KitKat,8,52.17,John
2022-07-22,NES293,KitKat,2,56.04,Hazim
2022-07-24,NES294,Koko Krunch,3,115.62,Wei Yong
2022-07-18,NES295,Maggi,3,64.99,Hazim
2022-07-15,NES296,Nestum,3,96.93,Hazim
2022-07-02,NES297,Gold Cornflakes,4,100.08,Amira
2022-07-04,NES298,Gold Cornflakes,7,64.29,Wei Yong
2022-07-05,NES299,Cerelac,6,115.64,Viknesh
2022-06-24,NES300,Lactogrow,1,110.02,Hazim
2022-07-22,NES301,KitKat,7,124.17,Hazim
2022-06-28,NES302,Nescafé,5,46.83,Amira
2022-07-20,NES303,Gold Cornflakes,5,106.29,Viknesh
2022-06-25,NES304,Koko Krunch,5,112.41,Hazim
2022-07-07,NES305,Lactogrow,7,150.0,Viknesh
2022-06-26,NES306,Milo,2,96.47,John
2022-06-27,NES307,Nestum,2,46.59,Hazim
2022-07-04,NES308,Lactogrow,1,70.67,Amira
2022-06-28,NES309,KitKat,1,75.88,Wei Yong
2022-07-01,NES310,Koko Krunch,9,114.84,Wei Yong
2022-07-17,NES311,Koko Krunch,3,78.08,John
2022-07-18,NES312,Nestum,3,116.76,Amira
2022-07-24,NES313,Cerelac,7,146.37,Viknesh
2022-07-16,NES314,Cerelac,2,105.24,Wei Yong
2022-06-26,NES315,Maggi,6,142.48,Viknesh
2022-07-16,NES316,Nestum,2,123.12,Hazim
2022-07-11,NES317,Nestum,4,126.68,John
2022-07-03,NES318,Koko Krunch,8,86.85,Amira
2022-06-28,NES319,Maggi,1,136.96,Viknesh
2022-07-07,NES320,Lactogrow,10,108.63,Viknesh
2022-07-23,NES321,Gold Cornflakes,9,49.37,Amira
2022-07-10,NES322,Gold Cornflakes,6,88.87,Wei Yong
2022-07-12,NES323,Gold Cornflakes,9,88.41,Amira
2022-07-04,NES324,Koko Krunch,7,75.03,Wei Yong
2022-07-10,NES325,Maggi,10,49.8,Amira
2022-07-19,NES326,Cerelac,7,67.02,Viknesh
2022-07-22,NES327,Koko Krunch,2,93.52,Viknesh
2022-07-05,NES328,Gold Cornflakes,5,115.93,Viknesh
2022-07-20,NES329,KitKat,5,92.52,Hazim
2022-07-15,NES330,Maggi,5,101.28,Viknesh
2022-07-01,NES331,Nestum,8,137.9,Wei Yong
2022-07-16,NES332,Gold Cornflakes,5,77.72,Hazim
2022-07-19,NES333,Cerelac,4,126.44,Hazim
2022-07-06,NES334,Lactogrow,7,99.22,Hazim
2022-07-24,NES335,Nestum,7,131.31,John
2022-07-12,NES336,Nescafé,8,140.63,John
2022-07-12,NES337,Lactogrow,9,104.4,Amira
2022-07-09,NES338,Milo,10,133.9,Hazim
2022-07-10,NES339,Nescafé,4,128.34,Amira
2022-07-04,NES340,Koko Krunch,6,36.14,Wei Yong
2022-07-19,NES341,Gold Cornflakes,6,92.79,Wei Yong
2022-07-16,NES342,Gold Cornflakes,6,98.39,Viknesh
2022-07-20,NES343,Lactogrow,7,147.44,John
2022-06-28,NES344,Cerelac,10,127.9,Amira
2022-06-30,NES345,Nescafé,1,87.15,John
2022-07-04,NES346,Nestum,5,100.81,John
2022-07-11,NES347,Gold Cornflakes,4,134.51,Hazim
2022-07-17,NES348,KitKat,10,88.34,Amira
2022-07-21,NES349,Maggi,1,72.14,Wei Yong
2022-07-05,NES350,Nescafé,10,135.3,Hazim
2022-07-09,NES351,Gold Cornflakes,6,59.2,Wei Yong
2022-07-11,NES352,Nestum,2,31.13,Wei Yong
2022-07-06,NES353,Milo,7,105.61,Viknesh
2022-06-30,NES354,Nescafé,8,149.66,Wei Yong
2022-07-01,NES355,Koko Krunch,2,71.94,Wei Yong
2022-07-05,NES356,Nescafé,8,48.74,Wei Yong
2022-06-25,NES357,Milo,9,88.47,Hazim
2022-07-12,NES358,Nestum,3,94.78,Hazim
2022-06-26,NES359,Koko Krunch,3,129.74,John
2022-07-24,NES360,KitKat,9,41.82,John
2022-07-12,NES361,Nestum,4,54.55,John
2022-07-01,NES362,Maggi,8,81.53,Hazim
2022-07-12,NES363,Koko Krunch,10,132.93,Hazim
2022-07-07,NES364,KitKat,4,52.51,John
2022-07-12,NES365,Milo,8,121.74,Hazim
2022-07-23,NES366,Lactogrow,1,149.64,Wei Yong
2022-07-13,NES367,Nestum,8,64.78,Viknesh
2022-07-16,NES368,Nescafé,7,69.25,Amira
2022-06-30,NES369,Nescafé,8,131.52,Wei Yong
2022-07-23,NES370,Nestum,10,58.98,Amira
2022-07-18,NES371,Nestum,5,89.45,Viknesh
2022-07-11,NES372,KitKat,2,85.91,John
2022-07-14,NES373,Lactogrow,2,99.96,Wei Yong
2022-07-10,NES374,Milo,3,117.3,Hazim
2022-07-24,NES375,Nestum,10,116.86,John
2022-06-30,NES376,Cerelac,7,129.98,Viknesh
2022-07-16,NES377,Nescafé,4,82.9,Hazim
2022-07-17,NES378,Milo,4,98.46,Wei Yong
2022-07-10,NES379,Cerelac,7,129.29,Amira
2022-06-24,NES380,Gold Cornflakes,2,113.1,Hazim
2022-07-18,NES381,Nescafé,4,69.42,Wei Yong
2022-06-24,NES382,Koko Krunch,4,50.94,Wei Yong
2022-06-29,NES383,Nestum,2,109.58,Amira
2022-07-19,NES384,Lactogrow,3,98.66,Wei Yong
2022-07-05,NES385,KitKat,5,131.93,John
2022-07-03,NES386,Maggi,1,129.93,Amira
2022-06-24,NES387,Nestum,9,89.96,Wei Yong
2022-07-04,NES388,Lactogrow,3,148.75,Hazim
2022-07-19,NES389,Maggi,2,110.55,Viknesh
2022-06-28,NES390,Cerelac,6,51.11,Amira
2022-07-15,NES391,Nestum,8,90.93,Amira
2022-07-07,NES392,Cerelac,5,73.5,Hazim
2022-07-07,NES393,Cerelac,3,85.58,Hazim
2022-07-16,NES394,Nestum,4,98.39,Wei Yong
2022-07-11,NES395,Gold Cornflakes,5,101.35,Wei Yong
2022-07-23,NES396,Milo,3,39.56,Hazim
2022-06-26,NES397,Nestum,10,99.7,Amira
2022-07-06,NES398,Nescafé,8,142.6,Amira
2022-07-11,NES399,Koko Krunch,9,38.29,Hazim
2022-07-02,NES400,Nestum,9,31.16,Wei Yong
2022-07-08,NES401,Nestum,5,131.11,Amira
2022-07-04,NES402,Cerelac,5,35.81,Hazim
2022-06-26,NES403,Milo,7,135.08,Amira
2022-06-29,NES404,Maggi,8,143.32,Wei Yong
2022-07-19,NES405,Milo,1,119.35,Hazim
2022-07-17,NES406,KitKat,10,38.17,Amira
2022-07-09,NES407,Nestum,4,94.2,Amira
2022-07-20,NES408,Maggi,2,117.11,Hazim
2022-07-08,NES409,Milo,7,92.62,John
2022-07-01,NES410,KitKat,2,34.86,Hazim
2022-07-24,NES411,Nescafé,2,93.53,Wei Yong
2022-07-14,NES412,Gold Cornflakes,5,74.51,John
2022-07-01,NES413,Nestum,6,72.32,Amira
2022-06-27,NES414,Maggi,5,44.94,Wei Yong
2022-07-09,NES415,KitKat,3,128.86,Wei Yong
2022-07-13,NES416,Lactogrow,10,99.63,Wei Yong
2022-07-15,NES417,Nestum,9,45.93,Wei Yong
2022-07-01,NES418,Koko Krunch,7,78.5,Wei Yong
2022-07-14,NES419,Milo,5,86.39,Hazim
2022-06-27,NES420,Cerelac,3,138.65,Wei Yong
2022-06-27,NES421,Milo,6,125.39,Hazim
2022-07-15,NES422,Cerelac,6,41.64,John
2022-06-29,NES423,Koko Krunch,1,134.7,Wei Yong
2022-07-09,NES424,Maggi,3,52.34,Hazim
2022-07-22,NES425,Gold Cornflakes,4,47.09,Hazim
2022-07-11,NES426,KitKat,10,93.52,Amira
2022-07-01,NES427,Nescafé,8,74.38,Viknesh
2022-07-01,NES428,Nescafé,3,136.16,Hazim
2022-07-07,NES429,Nestum,6,69.02,Amira
2022-07-24,NES430,Milo,3,85.11,Hazim
2022-07-10,NES431,Maggi,2,45.4,Viknesh
2022-07-01,NES432,Nestum,3,47.39,John
2022-06-27,NES433,Nestum,6,54.32,Hazim
2022-06-29,NES434,KitKat,6,101.73,Viknesh
2022-06-24,NES435,Koko Krunch,7,82.8,Viknesh
2022-07-15,NES436,Gold Cornflakes,4,128.78,Viknesh
2022-07-07,NES437,Gold Cornflakes,3,107.18,Wei Yong
2022-06-26,NES438,Nestum,1,103.39,Amira
2022-07-16,NES439,Nestum,7,148.03,John
2022-06-25,NES440,Maggi,6,88.27,Viknesh
2022-07-20,NES441,Milo,3,147.67,Wei Yong
2022-07-12,NES442,Koko Krunch,7,102.17,Wei Yong
2022-07-14,NES443,Cerelac,9,48.11,Hazim
2022-07-08,NES444,Gold Cornflakes,9,91.14,John
2022-07-07,NES445,Nestum,3,128.35,Wei Yong
2022-07-23,NES446,Cerelac,3,99.3,Viknesh
2022-07-10,NES447,Maggi,8,142.88,Hazim
2022-06-28,NES448,Nestum,6,104.53,Amira
2022-06-27,NES449,Nestum,1,42.39,Viknesh
2022-06-24,NES450,Gold Cornflakes,4,113.72,Hazim
2022-07-20,NES451,Nescafé,6,116.09,Viknesh
2022-06-30,NES452,Nestum,7,101.28,Hazim
2022-07-14,NES453,Nescafé,7,141.46,Amira
2022-06-27,NES454,Milo,7,42.95,Viknesh
2022-07-13,NES455,KitKat,6,67.35,Wei Yong
2022-07-12,NES456,Milo,5,44.87,Amira
2022-07-03,NES457,Cerelac,6,129.05,Wei Yong
2022-07-20,NES458,Lactogrow,8,121.95,Viknesh
2022-06-27,NES459,Lactogrow,1,56.1,John
2022-07-03,NES460,Nescafé,2,57.39,Hazim
2022-07-07,NES461,Nescafé,8,97.73,John
2022-07-23,NES462,Cerelac,6,107.96,Amira
2022-06-28,NES463,Nestum,1,50.89,John
2022-07-18,NES464,Nestum,10,107.81,Wei Yong
2022-07-10,NES465,Gold Cornflakes,3,137.02,Viknesh
2022-07-02,NES466,Koko Krunch,5,43.42,Viknesh
2022-06-28,NES467,Nescafé,3,110.88,Amira
2022-07-24,NES468,Nestum,7,56.29,Viknesh
2022-07-22,NES469,Koko Krunch,8,136.63,Viknesh
2022-07-18,NES470,KitKat,5,142.67,Hazim
2022-06-27,NES471,Gold Cornflakes,6,126.58,Wei Yong
2022-07-05,NES472,Maggi,9,125.88,Wei Yong
2022-06-28,NES473,Cerelac,5,67.96,John
2022-06-25,NES474,KitKat,8,122.47,Viknesh
2022-06-24,NES475,Lactogrow,4,117.95,Hazim
2022-06-26,NES476,KitKat,3,133.67,John
2022-07-03,NES477,Gold Cornflakes,4,131.18,Amira
2022-07-07,NES478,Nescafé,7,82.11,Viknesh
2022-07-10,NES479,KitKat,4,82.8,John
2022-07-08,NES480,Cerelac,4,117.06,Wei Yong
2022-07-13,NES481,Koko Krunch,4,46.59,Amira
2022-07-08,NES482,Nescafé,8,81.43,John
2022-07-13,NES483,Nestum,8,50.11,Wei Yong
2022-07-19,NES484,Gold Cornflakes,8,92.72,Hazim
2022-07-24,NES485,Koko Krunch,1,107.72,Amira
2022-07-09,NES486,Nescafé,2,95.23,John
2022-06-28,NES487,Maggi,2,31.8,Viknesh
2022-06-29,NES488,Cerelac,2,76.28,Hazim
2022-06-30,NES489,Nestum,1,135.48,Viknesh
2022-07-06,NES490,Maggi,5,97.56,Amira
2022-07-23,NES491,Nestum,1,45.27,John
2022-07-13,NES492,Nestum,5,47.68,Amira
2022-06-29,NES493,KitKat,9,127.7,Hazim
2022-07-16,NES494,Koko Krunch,9,132.98,John
2022-07-24,NES495,KitKat,5,144.57,Viknesh
2022-06-26,NES496,Koko Krunch,6,38.82,Amira
