date,item_code,brand_name,quantity,unit_price,executive
2024-07-27,NES082,Nescafé,1,62.2,Hazim
2024-07-23,NES015,Lactogrow,3,36.7,Viknesh
2025-01-04,NES022,Cerelac,8,67.8,Amira
2023-10-25,NES003,KitKat,3,145.3,Amira
2025-01-01,NES050,Maggi,9,135.8,John
2024-04-18,NES043,Nestum,9,46.4,Wei Yong
2023-01-10,NES077,Lactogrow,10,73.7,Viknesh
2024-09-26,NES062,Gold Cornflakes,2,105.4,Viknesh
2024-08-07,NES074,Nescafé,9,62.8,Viknesh
2025-04-21,NES031,Gold Cornflakes,8,63.9,Amira
2025-04-13,NES079,Nescafé,5,34.7,John
2024-12-23,NES060,Cerelac,9,91.2,Viknesh
2023-11-14,NES058,Lactogrow,2,150.0,Amira
2023-08-10,NES039,Maggi,9,111.2,Hazim
2025-03-10,NES019,Koko Krunch,5,98.4,Hazim
2024-04-15,NES001,Cerelac,8,46.7,Hazim
2025-01-21,NES089,Maggi,2,56.9,John
2024-12-01,NES096,Milo,7,103.2,John
2023-03-31,NES100,Gold Cornflakes,5,134.1,Amira
2022-01-18,NES008,Gold Cornflakes,1,96.0,John
2025-06-26,NES099,Milo,1,123.6,Wei Yong
2025-01-19,NES028,Koko Krunch,7,146.0,John
2023-07-18,NES078,Lactogrow,7,42.1,John
2022-09-25,NES097,Nestum,3,93.4,Hazim
2023-04-10,NES030,Nestum,10,103.4,John
2024-06-21,NES065,KitKat,8,140.0,Wei Yong
2023-09-05,NES079,Nescafé,7,34.7,Hazim
2024-09-26,NES034,Gold Cornflakes,2,47.7,Wei Yong
2023-03-11,NES072,Lactogrow,10,102.1,John
2024-04-22,NES088,Milo,7,79.2,Wei Yong
2022-07-23,NES003,KitKat,7,145.3,Amira
2024-03-21,NES057,Nescafé,5,83.7,Amira
2023-08-04,NES054,Maggi,7,145.0,Hazim
2025-02-12,NES001,Cerelac,6,46.7,John
2022-03-29,NES070,KitKat,8,69.4,Hazim
2022-02-23,NES041,Lactogrow,2,149.6,Hazim
2024-01-09,NES012,Cerelac,6,64.8,Wei Yong
2025-03-15,NES002,Nescafé,1,81.7,Amira
2024-05-21,NES077,Lactogrow,10,73.7,Hazim
2025-05-18,NES006,KitKat,10,136.5,Amira
2024-06-04,NES080,Nescafé,5,138.6,Hazim
2023-01-21,NES009,Koko Krunch,9,85.6,Viknesh
2023-11-26,NES088,Milo,3,79.2,John
2024-08-28,NES040,Nescafé,1,94.6,Wei Yong
2025-04-13,NES097,Nestum,7,93.4,Amira
2023-08-19,NES078,Lactogrow,4,42.1,Amira
2024-09-12,NES096,Milo,1,103.2,Viknesh
2023-10-13,NES053,Nestum,10,77.1,John
2022-05-15,NES045,Milo,10,130.0,Wei Yong
2023-12-02,NES094,Nescafé,7,138.9,Viknesh
