date,item_code,brand_name,quantity,unit_price,executive
2022-05-22,NES035,Milo,3,128.6,Wei Yong
2024-04-19,NES048,Nestum,4,132.4,Amira
2023-09-19,NES007,KitKat,1,119.9,John
2024-08-21,NES038,Nescafé,6,134.0,Amira
2022-09-25,NES093,Lactogrow,1,90.8,John
2023-06-21,NES050,Maggi,7,135.8,John
2024-05-24,NES048,Nestum,9,132.4,Amira
2025-02-22,NES063,Cerelac,3,90.5,Viknesh
2022-12-04,NES022,Cerelac,6,67.8,Wei Yong
2022-06-20,NES058,Lactogrow,2,150.0,Hazim
2022-03-09,NES056,Nescafé,2,52.1,Amira
2022-07-04,NES040,Nescafé,3,94.6,Hazim
2023-12-25,NES023,Koko Krunch,8,133.8,Viknesh
2024-03-27,NES048,Nestum,10,132.4,Wei Yong
2025-03-15,NES038,Nescafé,4,134.0,Hazim
2023-01-01,NES054,Maggi,8,145.0,John
2023-06-11,NES023,Koko Krunch,9,133.8,Hazim
2022-11-21,NES004,Milo,10,128.2,Amira
2022-02-07,NES026,Nescafé,1,31.9,Amira
2024-11-22,NES011,Nestum,8,78.0,Viknesh
2025-06-10,NES064,Lactogrow,7,61.5,Hazim
2022-07-01,NES012,Cerelac,2,64.8,John
2024-04-03,NES022,Cerelac,6,67.8,Amira
2023-04-27,NES048,Nestum,1,132.4,Hazim
2023-08-19,NES096,Milo,9,103.2,Hazim
2022-08-09,NES100,Gold Cornflakes,4,134.1,Wei Yong
2025-02-03,NES056,Nescafé,3,52.1,John
2022-06-19,NES042,KitKat,6,76.9,Hazim
2024-09-25,NES036,Lactogrow,4,60.7,Hazim
2023-12-07,NES077,Lactogrow,2,73.7,Wei Yong
