date,item_code,brand_name,quantity,unit_price,executive
2022-05-20,NES092,Lactogrow,7,84.6,Amira
2024-04-19,NES029,KitKat,6,74.3,Viknesh
2022-05-22,NES065,KitKat,6,140.0,Amira
2025-06-06,NES073,Nescafé,3,116.0,Wei Yong
2023-05-16,NES068,Nescafé,4,47.9,Hazim
2024-10-13,NES048,Nestum,9,132.4,Amira
2023-12-23,NES067,Cerelac,4,69.3,Viknesh
2023-12-05,NES027,Nestum,8,53.5,John
2024-11-29,NES031,Gold Cornflakes,2,63.9,Hazim
2023-10-13,NES077,Lactogrow,8,73.7,John
2023-09-28,NES015,Lactogrow,3,36.7,Viknesh
2022-08-26,NES035,Milo,2,128.6,Wei Yong
2022-12-12,NES021,Koko Krunch,4,124.2,Hazim
2023-11-19,NES050,Maggi,5,135.8,John
2022-01-05,NES056,Nescafé,3,52.1,Hazim
2023-09-10,NES088,Milo,1,79.2,John
2024-03-01,NES084,Maggi,4,69.0,Hazim
2022-05-14,NES077,Lactogrow,1,73.7,John
2024-07-26,NES079,Nescafé,9,34.7,Amira
2025-02-17,NES090,Lactogrow,5,136.1,Amira
2023-02-02,NES016,Koko Krunch,1,31.8,Viknesh
2024-09-12,NES074,Nescafé,3,62.8,Viknesh
2022-10-15,NES076,Nescafé,9,63.3,John
2022-01-08,NES069,Maggi,5,102.2,Wei Yong
2025-02-15,NES095,Milo,2,108.0,Viknesh
2022-03-11,NES005,Koko Krunch,9,84.1,Viknesh
2024-11-21,NES033,Gold Cornflakes,3,42.4,Wei Yong
2023-11-05,NES082,Nescafé,3,62.2,Hazim
2024-10-12,NES051,Maggi,5,112.1,John
2022-03-12,NES085,Koko Krunch,2,78.5,Amira
2025-05-03,NES010,Maggi,2,103.5,Amira
2024-09-23,NES060,Cerelac,4,91.2,Wei Yong
2024-09-02,NES023,Koko Krunch,6,133.8,Hazim
2024-02-05,NES059,Cerelac,5,38.2,Wei Yong
2023-08-20,NES071,Gold Cornflakes,8,93.7,Wei Yong
2024-04-17,NES058,Lactogrow,5,150.0,John
2022-03-03,NES003,KitKat,10,145.3,Hazim
2022-08-22,NES068,Nescafé,4,47.9,Amira
