date,item_code,brand_name,quantity,unit_price,executive
2025-05-23,NES009,Koko Krunch,2,85.6,Wei Yong
2022-06-09,NES065,KitKat,8,140.0,John
2024-05-04,NES098,Gold Cornflakes,1,44.7,Amira
2023-02-28,NES021,Koko Krunch,10,124.2,Viknesh
2025-05-18,NES089,Maggi,10,56.9,Wei Yong
2022-11-07,NES087,KitKat,4,40.2,Amira
2022-09-17,NES084,Maggi,8,69.0,Amira
2023-04-01,NES087,KitKat,10,40.2,Amira
2023-04-24,NES046,Gold Cornflakes,8,100.9,Viknesh
2022-01-30,NES045,Milo,5,130.0,Amira
2024-07-05,NES085,Koko Krunch,3,78.5,Amira
2022-10-25,NES023,Koko Krunch,6,133.8,Hazim
2023-09-23,NES012,Cerelac,8,64.8,Amira
2022-12-21,NES078,Lactogrow,3,42.1,John
2023-12-20,NES097,Nestum,6,93.4,Amira
2022-11-04,NES067,Cerelac,3,69.3,Viknesh
2024-03-02,NES034,Gold Cornflakes,7,47.7,Viknesh
2022-08-12,NES046,Gold Cornflakes,8,100.9,Wei Yong
2025-01-17,NES035,Milo,1,128.6,Wei Yong
2023-05-27,NES099,Milo,10,123.6,Wei Yong
2024-04-02,NES025,Gold Cornflakes,8,144.1,Wei Yong
2022-07-17,NES003,KitKat,8,145.3,John
2022-11-17,NES067,Cerelac,2,69.3,Wei Yong
2025-06-10,NES044,KitKat,2,44.1,Wei Yong
2024-06-13,NES080,Nescafé,9,138.6,Viknesh
2024-03-28,NES067,Cerelac,5,69.3,Viknesh
2022-04-11,NES066,Nestum,6,47.1,Amira
2024-05-01,NES044,KitKat,9,44.1,Hazim
2022-01-11,NES064,Lactogrow,7,61.5,Hazim
2023-05-23,NES085,Koko Krunch,10,78.5,Amira
2023-09-15,NES042,KitKat,7,76.9,Wei Yong
2022-10-10,NES085,Koko Krunch,8,78.5,Hazim
2023-01-03,NES067,Cerelac,10,69.3,Amira
2024-01-08,NES078,Lactogrow,2,42.1,Hazim
2023-12-02,NES006,KitKat,8,136.5,Viknesh
2025-02-13,NES074,Nescafé,8,62.8,Wei Yong
2022-03-30,NES097,Nestum,8,93.4,Hazim
2023-12-17,NES097,Nestum,7,93.4,Viknesh
2024-05-25,NES019,Koko Krunch,4,98.4,Wei Yong
2024-01-01,NES003,KitKat,6,145.3,John
2023-09-03,NES020,Milo,6,103.8,Wei Yong
2023-09-20,NES016,Koko Krunch,8,31.8,Amira
2023-10-09,NES002,Nescafé,5,81.7,Wei Yong
2024-09-24,NES083,KitKat,6,82.4,Hazim
2025-02-28,NES063,Cerelac,1,90.5,Wei Yong
2023-10-17,NES052,Nestum,4,71.0,Viknesh
2022-07-30,NES047,Gold Cornflakes,10,107.8,Viknesh
2024-01-26,NES081,Gold Cornflakes,9,69.2,Hazim
2025-01-22,NES073,Nescafé,3,116.0,Viknesh
2022-04-17,NES013,Lactogrow,2,117.0,Amira
2024-08-05,NES052,Nestum,3,71.0,John
2023-07-13,NES033,Gold Cornflakes,5,42.4,John
2022-12-25,NES011,Nestum,4,78.0,Wei Yong
