date,item_code,brand_name,quantity,unit_price,executive
2023-09-27,NES094,Nescafé,1,138.9,Wei Yong
2022-02-03,NES080,Nescafé,8,138.6,Wei Yong
2023-04-10,NES092,Lactogrow,5,84.6,Wei Yong
2023-08-08,NES083,KitKat,2,82.4,John
2024-09-02,NES098,Gold Cornflakes,5,44.7,John
2022-06-02,NES003,KitKat,7,145.3,Wei Yong
2024-02-09,NES019,Koko Krunch,7,98.4,John
2023-07-19,NES095,Milo,5,108.0,Viknesh
2023-07-13,NES052,Nestum,9,71.0,Wei Yong
2025-02-28,NES091,Koko Krunch,9,105.6,John
2023-07-08,NES086,Milo,9,63.1,Viknesh
2022-09-10,NES079,Nescafé,2,34.7,Amira
2025-03-27,NES084,Maggi,6,69.0,Viknesh
2024-09-19,NES034,Gold Cornflakes,6,47.7,Viknesh
2024-01-24,NES058,Lactogrow,4,150.0,Viknesh
2022-09-29,NES041,Lactogrow,2,149.6,Viknesh
2022-12-11,NES024,Maggi,6,65.3,John
2022-02-09,NES026,Nescafé,6,31.9,John
2022-12-04,NES025,Gold Cornflakes,6,144.1,John
2022-05-01,NES068,Nescafé,8,47.9,Hazim
2022-08-15,NES087,KitKat,9,40.2,Wei Yong
2024-07-11,NES022,Cerelac,7,67.8,John
2023-03-06,NES011,Nestum,7,78.0,Viknesh
2025-06-11,NES058,Lactogrow,10,150.0,Amira
2025-06-09,NES016,Koko Krunch,4,31.8,John
2023-01-27,NES059,Cerelac,2,38.2,Hazim
2022-06-07,NES036,Lactogrow,2,60.7,John
2025-01-30,NES085,Koko Krunch,9,78.5,Amira
2023-01-23,NES092,Lactogrow,9,84.6,Wei Yong
2024-03-31,NES094,Nescafé,3,138.9,Viknesh
2024-01-08,NES078,Lactogrow,2,42.1,Wei Yong
2024-02-22,NES084,Maggi,8,69.0,Viknesh
2024-07-28,NES078,Lactogrow,5,42.1,Viknesh
2024-09-14,NES028,Koko Krunch,8,146.0,Wei Yong
